Id_Classificacao,Id_Piloto,Ano_Jogo,Temporada,Pos_Prova1,Pos_Prova2,Pos_Prova3,Pos_Prova4,Pos_Prova5,Pos_Prova6,Pos_Prova7,Pos_Prova8,Pos_Prova9,Pos_Prova10,Pos_Prova11,Pos_Prova12,Pos_Prova13,Pos_Prova14,Pos_Prova15,Pos_Prova16,Pos_Prova17,Pos_Prova18,Pos_Prova19,Pos_Prova20,Total_Pontos,Pos_Prova21,Pos_Prova22,Pos_Prova23,Pos_Prova24,Pos_Prova25,Tipo_Carreira
1237,220,2025,6,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,"Piloto"
453,58,2019,9,9,18,15,10,10,16,14,17,16,13,18,14,15,15,13,15,7,13,12,10,,11,,,,,"Piloto"
1238,232,2025,6,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,"Piloto"
1239,229,2025,6,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,"Piloto"
1240,236,2025,6,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,"Piloto"
1241,233,2025,6,14,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,"Piloto"
1242,226,2025,6,17,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,"Piloto"
1243,230,2025,6,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,"Piloto"
1244,221,2025,6,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,"Piloto"
1245,222,2025,6,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,"Piloto"
1246,231,2025,6,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,"Piloto"
1247,238,2025,6,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,"Piloto"
1248,237,2025,6,19,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,"Piloto"
1249,228,2025,6,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,"Piloto"
452,57,2019,9,16,19,17,15,18,17,17,15,17,19,16,19,17,18,19,19,13,14,15,19,,0,,,,,"Piloto"
451,56,2019,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,"Piloto"
450,55,2019,9,15,14,14,0,14,15,13,19,14,15,14,9,2,9,9,7,4,6,3,4,,7,,,,,"Piloto"
449,54,2019,9,14,12,12,9,11,8,7,10,8,9,6,12,8,8,11,10,8,0,0,13,,18,,,,,"Piloto"
448,53,2019,9,0,6,9,11,19,4,8,2,5,6,2,5,13,2,6,9,3,4,4,5,,3,,,,,"Piloto"
447,52,2019,9,2,2,1,2,2,2,2,0,3,2,5,2,4,3,4,4,0,2,11,2,,4,,,,,"Piloto"
446,51,2019,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,"Piloto"
445,50,2019,9,3,7,6,4,6,19,5,3,6,7,8,7,5,0,8,6,16,7,2,9,,10,,,,,"Piloto"
444,49,2019,9,12,13,10,0,7,10,10,4,10,12,12,11,11,13,7,13,11,16,9,16,,14,,,,,"Piloto"
443,48,2019,9,18,17,20,17,17,14,18,16,18,16,17,13,18,19,14,16,14,18,14,17,,16,,,,,"Piloto"
442,47,2019,9,0,3,3,7,3,6,4,6,1,5,15,6,0,7,3,2,2,5,6,7,,8,,,,,"Piloto"
441,46,2019,9,13,0,18,13,15,9,16,14,19,18,10,15,14,16,16,18,0,15,7,18,,13,,,,,"Piloto"
440,45,2019,9,8,8,7,5,5,3,11,7,9,8,3,10,12,12,10,11,15,0,8,12,,9,,,,,"Piloto"
439,44,2019,9,17,16,19,12,16,13,19,13,15,17,13,18,16,17,18,17,0,17,16,15,,15,,,,,"Piloto"
438,43,2019,9,11,15,16,14,12,12,15,18,12,0,11,17,19,14,15,14,17,9,13,0,,0,,,,,"Piloto"
437,65,2019,8,4,1,6,4,3,3,2,1,2,4,5,2,2,6,9,5,6,2,3,6,,0,,,,,"Piloto"
436,64,2019,8,9,6,1,2,2,2,7,5,11,2,2,4,0,2,5,6,8,5,2,11,,3,,,,,"Piloto"
435,63,2019,8,1,8,3,1,1,0,1,7,1,1,4,6,1,0,1,1,9,0,1,1,,0,,,,,"Piloto"
434,62,2019,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,"Piloto"
433,61,2019,8,19,18,15,17,16,19,19,16,18,19,18,17,18,18,18,17,17,19,15,20,,16,,,,,"Piloto"
432,60,2019,8,0,14,12,9,8,17,8,12,12,10,6,10,13,16,14,0,12,13,13,12,,13,,,,,"Piloto"
431,59,2019,8,12,11,0,11,13,11,17,13,0,13,7,15,15,11,10,16,13,18,17,14,,7,,,,,"Piloto"
430,58,2019,8,10,2,4,12,15,5,15,2,17,5,15,9,4,5,3,8,4,8,14,5,,11,,,,,"Piloto"
429,57,2019,8,13,5,5,15,9,16,0,0,9,12,10,8,11,4,2,3,1,6,5,10,,1,,,,,"Piloto"
428,56,2019,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,"Piloto"
427,55,2019,8,11,16,0,0,10,14,11,14,16,11,12,14,6,10,15,11,11,12,10,8,,6,,,,,"Piloto"
426,54,2019,8,18,17,13,0,12,7,18,15,13,9,14,12,14,9,6,14,15,15,0,15,,8,,,,,"Piloto"
425,53,2019,8,2,0,2,18,0,4,4,9,5,16,1,7,5,8,19,13,14,1,4,2,,5,,,,,"Piloto"
424,52,2019,8,5,10,9,5,4,18,9,6,7,3,9,1,3,1,12,2,5,10,0,4,,4,,,,,"Piloto"
423,51,2019,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,"Piloto"
422,50,2019,8,15,13,10,8,7,8,12,17,15,0,16,19,10,15,13,18,10,16,9,13,,17,,,,,"Piloto"
421,49,2019,8,17,15,16,13,19,9,13,18,19,18,19,18,16,19,17,0,0,17,18,19,,10,,,,,"Piloto"
420,48,2019,8,8,9,8,10,5,12,10,11,6,8,3,11,0,13,16,9,16,7,11,16,,14,,,,,"Piloto"
419,47,2019,8,6,4,7,14,6,10,3,4,10,6,17,5,8,12,8,7,3,3,8,17,,15,,,,,"Piloto"
418,46,2019,8,7,12,17,6,14,1,16,10,8,15,8,3,9,7,7,12,18,4,7,7,,0,,,,,"Piloto"
417,45,2019,8,16,19,14,16,18,13,14,0,14,17,13,16,17,17,4,15,0,14,12,18,,12,,,,,"Piloto"
416,44,2019,8,3,3,11,7,11,15,6,3,4,7,0,0,7,3,0,4,2,9,16,3,,2,,,,,"Piloto"
415,43,2019,8,14,7,18,3,17,6,5,8,3,14,11,13,12,14,11,10,7,11,6,9,,9,,,,,"Piloto"
414,65,2019,7,3,2,1,2,6,6,2,1,3,8,1,9,2,0,7,7,10,2,8,6,,13,,,,,"Piloto"
413,64,2019,7,4,1,5,13,2,3,15,5,12,6,10,3,5,5,1,4,5,12,12,5,,18,,,,,"Piloto"
412,63,2019,7,1,11,2,0,1,1,1,2,2,1,2,0,1,1,0,1,3,1,1,1,,0,,,,,"Piloto"
411,62,2019,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,"Piloto"
410,61,2019,7,0,19,20,0,16,19,17,18,19,17,17,17,15,15,19,20,18,16,19,17,,11,,,,,"Piloto"
409,60,2019,7,13,4,8,12,5,5,9,17,11,9,13,8,7,4,14,13,7,13,10,12,,5,,,,,"Piloto"
408,59,2019,7,17,15,17,10,0,7,16,13,16,15,20,16,12,14,16,12,13,18,13,10,,10,,,,,"Piloto"
407,58,2019,7,11,0,12,1,7,16,8,9,8,2,14,7,3,11,8,3,15,10,7,8,,14,,,,,"Piloto"
406,57,2019,7,6,5,6,4,13,13,0,12,5,11,7,6,11,13,17,9,8,9,9,14,,15,,,,,"Piloto"
405,56,2019,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,"Piloto"
404,55,2019,7,18,10,18,16,10,18,12,15,0,16,11,10,6,9,11,17,16,0,16,11,,0,,,,,"Piloto"
403,54,2019,7,15,13,15,3,17,0,14,16,9,0,19,12,14,10,13,14,17,14,18,15,,17,,,,,"Piloto"
402,53,2019,7,14,7,11,0,9,12,10,8,15,13,9,5,10,2,18,18,6,4,11,20,,4,,,,,"Piloto"
401,52,2019,7,2,6,7,6,15,14,11,10,14,10,3,11,9,8,9,10,14,3,3,4,,12,,,,,"Piloto"
400,51,2019,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,"Piloto"
399,50,2019,7,12,12,13,9,14,17,13,14,13,14,12,14,18,18,12,15,19,15,17,13,,7,,,,,"Piloto"
398,49,2019,7,0,17,16,17,18,11,0,0,17,18,18,15,19,17,15,16,20,0,15,19,,9,,,,,"Piloto"
397,48,2019,7,10,9,9,11,12,9,7,3,7,5,16,0,16,0,10,6,9,11,0,16,,8,,,,,"Piloto"
396,47,2019,7,8,8,19,7,8,10,5,6,6,12,4,18,0,6,4,11,4,7,4,7,,3,,,,,"Piloto"
395,46,2019,7,5,16,4,8,4,4,6,11,10,7,6,4,8,7,3,8,11,8,5,9,,16,,,,,"Piloto"
394,45,2019,7,16,18,14,15,0,8,18,19,18,0,15,13,17,16,6,19,12,17,14,18,,6,,,,,"Piloto"
393,44,2019,7,9,3,3,5,11,15,3,7,1,4,8,1,4,3,2,2,1,5,6,2,,1,,,,,"Piloto"
392,43,2019,7,7,14,10,14,3,2,4,4,4,3,5,2,13,12,5,5,2,6,2,3,,2,,,,,"Piloto"
391,65,2019,6,5,1,6,6,4,11,10,4,8,1,2,5,8,2,5,16,5,2,3,2,,8,,,,,"Piloto"
390,64,2019,6,4,6,5,9,10,5,11,7,2,0,0,9,2,3,1,6,2,4,9,4,,10,,,,,"Piloto"
389,63,2019,6,1,3,0,2,1,1,1,2,1,11,3,6,1,1,2,1,12,1,1,1,,1,,,,,"Piloto"
388,62,2019,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,"Piloto"
387,61,2019,6,15,0,18,15,0,10,18,18,17,18,17,17,19,17,18,18,14,16,18,17,,18,,,,,"Piloto"
386,60,2019,6,10,0,7,8,5,6,6,19,12,15,9,16,17,11,17,12,17,8,11,10,,15,,,,,"Piloto"
385,59,2019,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,"Piloto"
384,58,2019,6,8,13,4,7,12,15,9,11,16,2,8,8,6,4,8,8,0,9,19,7,,0,,,,,"Piloto"
383,57,2019,6,7,5,2,0,3,17,5,6,15,8,1,1,12,12,3,2,7,6,13,0,,6,,,,,"Piloto"
382,56,2019,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,"Piloto"
381,55,2019,6,0,12,8,16,11,0,17,10,18,13,11,14,0,15,16,13,15,14,10,13,,14,,,,,"Piloto"
380,54,2019,6,13,8,3,10,18,16,15,0,11,16,13,12,11,14,15,11,8,17,8,14,,16,,,,,"Piloto"
379,53,2019,6,9,7,19,1,6,4,7,8,7,3,5,2,9,0,10,4,4,3,7,0,,2,,,,,"Piloto"
378,52,2019,6,12,11,12,12,13,0,13,14,10,9,18,15,14,8,7,17,16,15,12,6,,13,,,,,"Piloto"
377,51,2019,6,16,18,13,13,14,18,19,9,14,4,10,0,15,10,0,15,10,0,17,12,,0,,,,,"Piloto"
376,50,2019,6,14,15,17,0,9,14,16,13,9,10,14,13,13,13,6,14,11,13,15,15,,11,,,,,"Piloto"
375,49,2019,6,17,16,15,18,16,9,20,17,19,17,16,19,16,16,12,19,18,18,16,16,,17,,,,,"Piloto"
374,48,2019,6,6,17,1,3,0,12,4,1,6,0,0,10,3,9,13,9,0,10,6,3,,3,,,,,"Piloto"
373,47,2019,6,11,9,9,11,15,3,12,15,4,6,6,4,10,5,0,5,1,12,5,8,,4,,,,,"Piloto"
372,46,2019,6,2,2,10,5,7,2,8,5,5,7,4,7,4,7,4,7,9,7,4,11,,5,,,,,"Piloto"
371,45,2019,6,18,14,16,14,17,7,14,16,13,14,15,18,18,18,9,20,13,11,14,18,,12,,,,,"Piloto"
370,44,2019,6,0,10,11,17,8,8,3,3,3,12,7,3,5,0,14,10,6,5,0,9,,9,,,,,"Piloto"
369,43,2019,6,3,4,14,4,2,13,2,12,0,5,12,11,7,6,11,3,3,0,2,5,,7,,,,,"Piloto"
368,65,2019,5,8,9,3,6,18,9,7,6,7,7,11,5,5,9,7,6,5,3,19,8,,3,,,,,"Piloto"
367,64,2019,5,0,8,12,10,12,10,14,9,10,10,12,13,3,15,2,9,11,5,10,3,,4,,,,,"Piloto"
366,63,2019,5,4,7,0,2,2,2,1,5,3,2,4,1,1,1,1,1,0,1,1,1,,1,,,,,"Piloto"
365,62,2019,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,"Piloto"
364,61,2019,5,18,18,18,0,19,18,18,18,19,17,19,17,19,18,18,18,19,16,16,14,,18,,,,,"Piloto"
363,60,2019,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,"Piloto"
362,59,2019,5,14,14,13,16,17,17,19,17,15,14,18,14,14,13,12,15,14,12,9,9,,7,,,,,"Piloto"
361,58,2019,5,13,0,16,0,10,19,10,14,11,9,15,20,13,11,14,11,12,11,8,18,,14,,,,,"Piloto"
360,57,2019,5,6,12,0,7,4,7,2,3,1,4,2,7,6,5,0,4,1,10,5,2,,0,,,,,"Piloto"
359,56,2019,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,"Piloto"
358,55,2019,5,11,15,8,15,15,16,17,11,9,18,0,8,7,6,4,8,10,9,6,13,,13,,,,,"Piloto"
357,54,2019,5,12,6,14,3,8,15,11,12,8,11,8,6,15,7,5,7,7,15,15,6,,12,,,,,"Piloto"
356,53,2019,5,9,0,6,1,3,6,4,2,12,1,5,9,10,4,8,17,4,2,2,4,,2,,,,,"Piloto"
355,52,2019,5,5,3,9,4,16,11,15,8,0,8,9,12,8,0,3,0,13,0,11,10,,5,,,,,"Piloto"
354,51,2019,5,17,17,17,18,14,20,16,16,17,16,17,16,17,16,15,0,15,18,18,17,,16,,,,,"Piloto"
353,50,2019,5,15,4,4,9,6,12,9,19,5,12,7,18,2,8,13,13,9,0,13,19,,10,,,,,"Piloto"
352,49,2019,5,16,16,11,13,13,13,12,13,18,15,16,0,18,14,16,16,18,17,17,16,,17,,,,,"Piloto"
351,48,2019,5,1,2,2,5,5,4,5,10,4,0,6,11,11,12,6,5,6,4,14,5,,6,,,,,"Piloto"
350,47,2019,5,0,13,15,17,11,14,0,15,14,0,14,10,16,19,17,12,8,14,0,7,,11,,,,,"Piloto"
349,46,2019,5,2,1,1,14,1,1,8,1,6,6,1,4,9,3,9,2,2,13,4,11,,9,,,,,"Piloto"
348,45,2019,5,7,11,10,12,0,5,13,0,13,13,13,15,12,17,10,14,17,8,12,12,,15,,,,,"Piloto"
347,44,2019,5,10,5,5,8,7,3,6,4,2,5,3,2,4,2,11,3,3,6,3,15,,0,,,,,"Piloto"
346,43,2019,5,3,10,7,11,9,8,3,7,16,3,10,3,0,10,0,10,16,7,7,0,,8,,,,,"Piloto"
345,65,2019,4,5,8,9,2,4,6,2,2,10,2,2,12,2,3,0,5,4,9,9,8,,6,,,,,"Piloto"
344,64,2019,4,14,18,12,16,10,14,9,10,16,13,6,9,17,10,13,0,12,15,12,14,,15,,,,,"Piloto"
343,63,2019,4,1,4,1,4,1,3,1,4,1,1,8,5,0,1,1,1,10,1,2,1,,11,,,,,"Piloto"
342,62,2019,4,,,,,,,,,,,,,,,,,,,,,,,,,,,"Piloto"
341,61,2019,4,18,16,19,18,16,15,18,18,17,19,16,17,16,18,19,19,19,0,18,18,,19,,,,,"Piloto"
340,60,2019,4,6,5,15,5,0,4,13,8,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,"Piloto"
339,59,2019,4,13,15,18,15,0,16,16,13,15,15,18,18,15,17,11,0,14,18,17,13,,13,,,,,"Piloto"
338,58,2019,4,0,0,0,0,0,0,0,0,14,14,15,8,0,11,15,18,15,14,0,12,,14,,,,,"Piloto"
337,57,2019,4,11,9,6,11,11,9,6,11,12,10,7,7,5,0,3,3,13,3,3,7,,3,,,,,"Piloto"
336,56,2019,4,,,,,,,,,,,,,,,,,,,,,,,,,,,"Piloto"
335,55,2019,4,16,17,17,0,14,13,17,14,18,18,14,16,18,16,14,16,18,0,11,17,,12,,,,,"Piloto"
334,54,2019,4,12,11,13,8,13,18,7,17,0,12,12,10,11,12,16,12,8,13,8,0,,16,,,,,"Piloto"
333,53,2019,4,9,2,5,7,17,5,10,0,9,11,11,3,12,8,10,14,0,8,0,0,,10,,,,,"Piloto"
332,52,2019,4,2,1,4,0,9,7,14,3,8,3,4,4,6,9,4,4,7,11,6,6,,7,,,,,"Piloto"
331,51,2019,4,15,12,16,17,15,20,19,19,19,17,17,13,14,13,17,17,16,17,16,15,,18,,,,,"Piloto"
330,50,2019,4,8,0,8,6,8,8,8,6,2,9,1,0,7,4,9,10,5,6,5,4,,8,,,,,"Piloto"
329,49,2019,4,17,10,14,13,12,10,12,15,13,16,19,11,13,14,2,13,17,16,13,11,,0,,,,,"Piloto"
328,48,2019,4,7,14,10,12,5,19,15,12,3,4,9,14,1,2,7,8,1,2,10,3,,2,,,,,"Piloto"
327,47,2019,4,10,13,11,10,6,17,11,9,11,0,13,15,10,15,18,15,11,12,14,16,,17,,,,,"Piloto"
326,46,2019,4,3,0,2,14,7,2,4,1,4,6,3,1,3,6,5,7,2,4,7,9,,9,,,,,"Piloto"
325,45,2019,4,0,7,0,3,2,12,5,16,7,8,0,6,4,7,6,11,6,5,15,10,,5,,,,,"Piloto"
324,44,2019,4,0,6,7,9,18,11,0,7,5,7,10,0,8,5,8,2,3,7,1,2,,1,,,,,"Piloto"
323,43,2019,4,4,3,3,1,3,1,3,5,6,5,5,2,9,0,12,9,9,10,4,5,,4,,,,,"Piloto"
322,65,2019,3,0,7,13,4,3,8,4,4,4,3,3,3,2,4,1,2,1,5,2,1,,2,,,,,"Piloto"
321,64,2019,3,14,18,9,9,6,9,6,16,11,13,9,5,18,17,4,19,10,12,12,7,,17,,,,,"Piloto"
320,63,2019,3,4,6,4,5,2,1,2,7,0,2,4,2,1,1,2,1,3,1,3,4,,4,,,,,"Piloto"
319,62,2019,3,,,,,,,,,,,,,,,,,,,,,,,,,,,"Piloto"
318,61,2019,3,18,0,17,18,18,7,18,14,18,18,18,14,12,19,15,18,11,17,19,19,,20,,,,,"Piloto"
317,60,2019,3,8,9,3,20,14,0,16,15,17,19,16,19,13,15,10,17,16,9,15,12,,12,,,,,"Piloto"
316,59,2019,3,10,0,15,17,0,17,15,17,12,16,19,13,15,16,16,16,12,18,17,18,,19,,,,,"Piloto"
315,58,2019,3,,,,,,,,,,,,,,,,,,,,,,,,,,,"Piloto"
314,57,2019,3,5,11,8,13,12,2,14,6,6,8,10,15,14,11,0,6,0,7,9,6,,11,,,,,"Piloto"
313,56,2019,3,,,,,,,,,,,,,,,,,,,,,,,,,,,"Piloto"
312,55,2019,3,17,13,0,19,13,6,0,12,15,17,14,12,16,13,17,9,15,13,11,17,,15,,,,,"Piloto"
311,54,2019,3,16,12,14,15,16,12,9,19,13,11,13,16,17,14,18,15,17,0,14,11,,18,,,,,"Piloto"
310,53,2019,3,15,8,7,6,10,11,17,9,16,10,6,11,4,6,13,7,4,0,5,0,,10,,,,,"Piloto"
309,52,2019,3,2,2,6,3,1,16,3,2,2,5,1,4,8,2,7,5,5,3,1,8,,5,,,,,"Piloto"
308,51,2019,3,9,15,12,14,15,18,0,13,19,12,11,0,9,8,12,14,14,16,8,14,,16,,,,,"Piloto"
307,50,2019,3,12,17,0,16,7,19,12,11,14,14,7,18,0,12,14,11,8,14,16,13,,13,,,,,"Piloto"
306,49,2019,3,13,14,10,11,17,10,13,0,10,15,15,17,10,18,5,13,0,15,10,15,,14,,,,,"Piloto"
305,48,2019,3,7,16,11,12,8,13,11,10,8,9,8,6,7,10,9,10,7,10,0,9,,6,,,,,"Piloto"
304,47,2019,3,11,5,16,7,5,15,8,18,9,0,17,7,0,5,6,12,13,6,13,10,,9,,,,,"Piloto"
303,46,2019,3,1,1,2,2,4,5,7,3,3,4,2,9,11,0,3,3,2,2,18,3,,1,,,,,"Piloto"
302,45,2019,3,6,10,18,8,0,3,10,8,7,6,0,10,5,7,11,8,9,8,7,5,,8,,,,,"Piloto"
301,44,2019,3,0,3,5,10,9,14,5,5,5,7,12,8,6,9,8,20,0,11,6,16,,7,,,,,"Piloto"
300,43,2019,3,3,4,1,1,11,4,1,1,1,1,5,1,3,3,0,4,6,4,4,2,,3,,,,,"Piloto"
299,65,2019,2,12,4,11,15,11,17,7,5,10,4,3,5,2,3,4,0,14,2,2,7,,2,,,,,"Piloto"
298,64,2019,2,0,13,14,14,0,11,15,0,12,8,10,13,19,13,14,7,10,11,14,0,,13,,,,,"Piloto"
297,63,2019,2,1,0,3,2,1,1,5,2,3,1,9,2,1,5,7,2,0,1,1,5,,6,,,,,"Piloto"
296,62,2019,2,,,,,,,,,,,,,,,,,,,,,,,,,,,"Piloto"
295,61,2019,2,15,19,16,12,16,18,13,12,17,17,18,19,17,17,19,16,17,16,16,18,,18,,,,,"Piloto"
294,60,2019,2,16,16,12,9,17,13,18,16,18,13,14,10,0,18,18,17,0,15,11,12,,0,,,,,"Piloto"
293,59,2019,2,11,14,18,18,13,14,17,6,16,0,15,17,18,14,5,14,8,18,13,16,,16,,,,,"Piloto"
292,58,2019,2,13,11,15,10,9,8,12,13,7,14,17,6,6,2,8,1,13,0,0,1,,5,,,,,"Piloto"
291,57,2019,2,,,,,,,,,,,,,,,,,,,,,,,,,,,"Piloto"
290,56,2019,2,,,,,,,,,,,,,,,,,,,,,,,,,,,"Piloto"
289,55,2019,2,9,10,9,7,8,3,2,10,6,10,8,9,8,16,3,12,6,7,15,13,,15,,,,,"Piloto"
288,54,2019,2,0,17,0,8,0,19,10,9,15,18,19,18,15,15,11,15,16,14,12,15,,17,,,,,"Piloto"
287,53,2019,2,6,3,4,16,14,7,11,0,5,11,11,11,14,6,0,10,9,13,10,8,,9,,,,,"Piloto"
286,52,2019,2,14,8,7,6,12,10,14,11,8,7,2,3,4,0,1,6,4,3,3,3,,1,,,,,"Piloto"
285,51,2019,2,18,18,10,17,18,15,9,15,0,9,12,8,13,4,10,11,5,17,5,2,,11,,,,,"Piloto"
284,50,2019,2,10,15,17,13,15,16,16,3,14,16,7,16,12,12,12,18,7,12,8,17,,0,,,,,"Piloto"
283,49,2019,2,17,12,13,5,10,2,6,1,11,12,13,0,10,8,16,0,15,9,18,11,,12,,,,,"Piloto"
282,48,2019,2,7,9,5,19,7,6,3,18,9,2,0,14,9,0,6,5,3,8,9,9,,7,,,,,"Piloto"
281,47,2019,2,8,6,8,11,6,9,4,17,13,15,16,7,16,9,15,13,0,10,17,0,,10,,,,,"Piloto"
280,46,2019,2,5,7,2,0,3,5,0,7,0,3,4,12,5,7,9,8,11,6,7,14,,8,,,,,"Piloto"
279,45,2019,2,4,5,1,4,2,0,0,8,4,6,6,4,7,11,2,4,2,0,0,10,,14,,,,,"Piloto"
278,44,2019,2,3,1,6,3,4,4,8,4,1,0,5,15,11,10,17,3,12,5,4,6,,3,,,,,"Piloto"
277,43,2019,2,2,2,0,1,5,12,1,14,2,5,1,1,3,1,13,9,1,4,6,4,,4,,,,,"Piloto"
276,65,2019,1,8,11,18,14,15,20,15,16,17,13,9,8,8,10,0,19,0,10,12,14,,16,,,,,"Piloto"
275,64,2019,1,12,15,13,9,13,6,13,18,11,18,17,0,0,13,18,18,10,16,8,7,,19,,,,,"Piloto"
274,63,2019,1,7,13,8,0,12,4,7,15,6,4,8,7,6,3,5,6,17,7,4,9,,8,,,,,"Piloto"
273,62,2019,1,18,17,17,16,17,17,17,0,19,19,20,18,18,19,17,15,16,12,19,11,,15,,,,,"Piloto"
272,61,2019,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Piloto"
271,60,2019,1,10,14,0,17,11,16,18,0,18,6,10,15,16,15,9,11,7,13,0,15,,14,,,,,"Piloto"
270,59,2019,1,14,8,16,12,7,14,14,10,15,16,18,17,11,17,0,20,0,14,16,17,,17,,,,,"Piloto"
269,58,2019,1,17,19,19,19,0,10,16,12,16,15,13,16,13,18,11,16,0,17,14,19,,18,,,,,"Piloto"
268,57,2019,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Piloto"
267,56,2019,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Piloto"
266,55,2019,1,13,10,11,15,18,19,12,13,12,14,12,14,0,6,8,14,8,9,9,13,,13,,,,,"Piloto"
265,54,2019,1,16,16,14,13,16,8,11,9,9,10,11,0,14,12,15,12,14,15,15,12,,11,,,,,"Piloto"
264,53,2019,1,4,7,7,10,19,5,5,14,10,0,5,6,17,5,12,8,6,0,10,5,,5,,,,,"Piloto"
263,52,2019,1,5,9,10,11,9,7,10,11,8,9,15,11,15,11,10,10,12,8,7,0,,7,,,,,"Piloto"
262,51,2019,1,15,12,15,6,14,18,9,7,7,11,16,9,9,14,14,13,15,11,11,10,,10,,,,,"Piloto"
261,50,2019,1,9,18,9,18,10,13,19,17,13,7,14,13,12,7,13,9,13,0,17,18,,9,,,,,"Piloto"
260,49,2019,1,11,6,12,7,8,11,0,8,14,12,19,12,10,16,16,17,11,18,18,16,,12,,,,,"Piloto"
259,48,2019,1,6,3,5,8,5,2,8,6,0,8,6,5,7,8,2,5,3,5,5,8,,4,,,,,"Piloto"
258,47,2019,1,1,4,6,5,6,9,2,5,4,5,2,10,5,9,1,4,5,1,2,6,,2,,,,,"Piloto"
257,46,2019,1,0,5,2,1,2,3,4,3,1,2,4,2,4,4,3,3,2,6,6,1,,3,,,,,"Piloto"
256,45,2019,1,2,2,3,2,3,1,3,1,5,3,1,3,3,2,4,2,4,2,13,2,,6,,,,,"Piloto"
255,44,2019,1,3,0,4,4,1,15,6,2,2,17,7,4,1,0,7,1,9,4,3,4,,1,,,,,"Piloto"
254,43,2019,1,0,1,1,3,4,12,1,4,3,1,3,1,2,1,6,7,1,3,1,3,,0,,,,,"Piloto"
253,42,2018,8,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,"Piloto"
252,41,2018,8,15,0,7,8,14,14,6,7,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,"Piloto"
251,40,2018,8,0,7,2,4,2,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,"Piloto"
250,39,2018,8,11,8,10,11,4,11,7,5,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,"Piloto"
249,38,2018,8,18,5,16,7,3,2,9,15,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,"Piloto"
248,37,2018,8,3,9,5,13,11,7,17,9,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,"Piloto"
247,36,2018,8,8,4,3,15,13,8,10,4,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,"Piloto"
246,35,2018,8,10,13,8,14,17,12,16,11,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,"Piloto"
245,34,2018,8,7,12,4,10,9,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,"Piloto"
