Id_Classificacao,Id_Piloto,Ano_Jogo,Temporada,Pos_Prova1,Pos_Prova2,Pos_Prova3,Pos_Prova4,Pos_Prova5,Pos_Prova6,Pos_Prova7,Pos_Prova8,Pos_Prova9,Pos_Prova10,Pos_Prova11,Pos_Prova12,Pos_Prova13,Pos_Prova14,Pos_Prova15,Pos_Prova16,Pos_Prova17,Pos_Prova18,Pos_Prova19,Pos_Prova20,Total_Pontos,Pos_Prova21,Pos_Prova22,Pos_Prova23,Pos_Prova24,Pos_Prova25,Tipo_Carreira
244,33,2018,8,9,11,12,12,12,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,"Piloto"
243,32,2018,8,6,16,13,5,7,9,8,10,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,"Piloto"
242,31,2018,8,13,18,18,17,19,19,19,18,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,"Piloto"
241,30,2018,8,12,15,19,16,18,17,15,16,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,"Piloto"
240,29,2018,8,0,10,11,3,10,5,11,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,"Piloto"
239,28,2018,8,5,6,9,2,6,3,5,14,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,"Piloto"
238,27,2018,8,17,17,17,19,16,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,"Piloto"
237,26,2018,8,16,14,15,18,15,16,18,17,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,"Piloto"
236,25,2018,8,4,0,0,1,0,10,3,6,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,"Piloto"
235,24,2018,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,"Piloto"
234,23,2018,8,14,3,6,9,5,4,14,12,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,"Piloto"
233,22,2018,8,2,2,14,6,8,6,2,8,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,"Piloto"
232,42,2018,7,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,,0,,,,,"Piloto"
231,41,2018,7,11,7,13,4,5,5,9,4,4,4,7,16,8,7,0,6,7,0,8,12,,14,,,,,"Piloto"
230,40,2018,7,2,5,7,3,3,8,2,11,9,0,8,4,10,13,0,4,4,16,13,4,,3,,,,,"Piloto"
229,39,2018,7,5,13,14,5,7,9,6,9,7,6,6,6,4,3,14,10,3,2,6,5,,4,,,,,"Piloto"
228,38,2018,7,12,9,5,8,0,6,8,10,0,2,9,2,3,5,7,8,2,11,5,10,,8,,,,,"Piloto"
227,37,2018,7,7,4,3,10,4,3,10,12,10,18,11,7,9,11,4,9,6,4,10,13,,5,,,,,"Piloto"
226,36,2018,7,3,8,6,11,12,1,13,3,3,11,16,0,7,9,0,14,8,9,7,16,,11,,,,,"Piloto"
225,35,2018,7,8,16,10,13,13,14,14,13,18,9,10,13,15,18,12,13,0,0,14,14,,0,,,,,"Piloto"
224,34,2018,7,9,10,0,9,8,0,11,14,0,12,0,10,6,20,10,0,12,12,9,11,,12,,,,,"Piloto"
223,33,2018,7,17,19,16,18,14,16,19,0,16,14,14,0,0,15,13,18,14,13,12,0,,13,,,,,"Piloto"
222,32,2018,7,16,14,0,17,15,11,18,0,13,15,18,12,14,16,9,16,11,6,15,8,,9,,,,,"Piloto"
221,31,2018,7,14,18,18,19,18,17,15,18,17,17,17,15,18,14,16,12,15,15,18,19,,17,,,,,"Piloto"
220,30,2018,7,18,15,17,14,17,18,12,17,12,13,0,0,12,12,0,0,16,10,17,18,,18,,,,,"Piloto"
219,29,2018,7,6,6,9,7,0,13,4,6,5,10,12,9,13,6,8,11,10,8,4,7,,7,,,,,"Piloto"
218,28,2018,7,0,12,12,2,9,4,0,7,8,5,5,0,11,2,0,3,5,7,0,2,,10,,,,,"Piloto"
217,27,2018,7,15,17,11,16,16,12,17,16,15,0,13,11,16,19,15,15,17,17,16,17,,16,,,,,"Piloto"
216,26,2018,7,13,0,15,15,10,15,16,15,14,16,15,14,17,17,11,17,18,14,0,15,,15,,,,,"Piloto"
215,25,2018,7,1,2,2,1,2,7,3,2,2,8,2,3,1,4,2,2,1,5,2,3,,1,,,,,"Piloto"
214,24,2018,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,"Piloto"
213,23,2018,7,10,11,8,12,11,2,7,8,11,7,3,8,5,8,5,7,9,3,11,9,,6,,,,,"Piloto"
212,22,2018,7,4,3,4,6,6,10,5,5,6,3,4,5,2,10,3,5,13,0,3,6,,2,,,,,"Piloto"
211,42,2018,6,5,6,1,2,1,0,1,1,1,2,3,1,0,1,1,0,2,3,1,1,,0,,,,,"Piloto"
210,41,2018,6,17,14,13,12,15,16,0,9,12,11,15,16,17,14,12,0,15,13,17,10,,14,,,,,"Piloto"
209,40,2018,6,12,15,11,8,7,7,3,10,10,15,0,0,15,4,11,3,19,7,7,9,,7,,,,,"Piloto"
208,39,2018,6,1,4,17,1,8,4,4,4,2,5,4,11,2,11,0,8,4,10,3,4,,15,,,,,"Piloto"
207,38,2018,6,11,3,4,4,11,1,2,6,5,3,1,2,8,0,0,1,9,9,5,6,,0,,,,,"Piloto"
206,37,2018,6,2,5,3,18,5,6,11,0,13,6,0,12,6,0,3,7,5,4,10,13,,0,,,,,"Piloto"
205,36,2018,6,3,9,2,0,18,12,18,7,7,4,11,10,14,8,4,12,8,12,12,14,,10,,,,,"Piloto"
204,35,2018,6,9,12,15,6,0,8,10,15,11,8,7,4,9,3,5,18,7,19,13,0,,3,,,,,"Piloto"
203,34,2018,6,4,10,9,9,12,13,7,16,8,18,9,7,4,7,0,10,11,6,0,11,,11,,,,,"Piloto"
202,33,2018,6,16,16,14,16,17,11,17,0,18,10,16,18,12,17,9,14,12,11,6,17,,4,,,,,"Piloto"
201,32,2018,6,6,8,0,5,3,3,12,3,6,1,6,3,5,12,14,4,18,2,8,12,,1,,,,,"Piloto"
200,31,2018,6,0,18,18,17,16,18,16,0,17,17,18,17,19,16,15,15,14,18,18,19,,17,,,,,"Piloto"
199,30,2018,6,18,20,20,11,0,19,14,17,16,14,17,15,18,18,16,16,13,17,0,18,,16,,,,,"Piloto"
198,29,2018,6,13,13,16,13,13,17,15,11,0,12,14,6,13,2,7,6,6,14,15,5,,2,,,,,"Piloto"
197,28,2018,6,10,17,10,15,14,15,6,13,14,19,10,9,3,6,6,9,1,5,2,2,,6,,,,,"Piloto"
196,27,2018,6,15,7,7,14,4,5,0,12,0,13,13,14,11,15,8,19,17,0,11,15,,13,,,,,"Piloto"
195,26,2018,6,7,1,6,0,2,2,5,5,4,9,8,0,16,5,13,17,10,15,4,8,,12,,,,,"Piloto"
194,25,2018,6,14,11,5,3,6,10,9,2,3,7,2,8,1,9,10,2,3,1,14,3,,5,,,,,"Piloto"
193,24,2018,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,"Piloto"
192,23,2018,6,0,2,12,7,9,14,8,8,15,16,12,5,10,10,2,11,0,16,16,16,,9,,,,,"Piloto"
191,22,2018,6,8,0,8,10,10,9,13,14,9,0,5,13,7,13,0,13,16,8,9,7,,8,,,,,"Piloto"
190,42,2018,5,2,5,1,0,1,0,1,1,5,4,2,1,0,1,5,1,0,1,1,3,,0,,,,,"Piloto"
189,41,2018,5,0,4,18,12,13,13,3,17,18,13,0,14,13,8,9,17,15,12,16,7,,0,,,,,"Piloto"
188,40,2018,5,11,7,3,2,3,4,15,18,1,7,8,13,9,15,12,5,8,17,10,12,,0,,,,,"Piloto"
187,39,2018,5,9,18,11,13,7,5,11,9,6,1,10,0,5,13,18,15,6,3,8,8,,0,,,,,"Piloto"
186,38,2018,5,6,12,10,5,10,20,16,11,10,0,4,10,4,9,8,0,4,10,2,6,,0,,,,,"Piloto"
185,37,2018,5,4,8,9,0,11,7,4,14,7,9,13,8,2,6,7,6,2,4,12,9,,0,,,,,"Piloto"
184,36,2018,5,0,10,14,11,14,8,7,13,3,2,11,2,11,4,17,7,0,2,4,15,,0,,,,,"Piloto"
183,35,2018,5,8,0,0,16,15,6,12,12,0,8,14,15,7,7,16,11,10,13,14,14,,0,,,,,"Piloto"
182,34,2018,5,5,17,12,8,0,9,19,20,17,6,12,3,14,5,3,13,13,15,11,17,,0,,,,,"Piloto"
181,33,2018,5,16,16,13,18,8,12,13,15,13,11,18,12,12,18,13,14,0,18,0,11,,0,,,,,"Piloto"
180,32,2018,5,14,11,0,9,2,2,17,2,8,3,7,6,19,12,0,0,5,9,7,5,,0,,,,,"Piloto"
179,31,2018,5,15,19,17,17,18,17,18,19,15,17,15,11,18,16,14,16,16,0,17,16,,0,,,,,"Piloto"
178,30,2018,5,17,14,16,15,16,18,6,10,14,16,19,5,16,11,0,18,14,19,18,0,,0,,,,,"Piloto"
177,29,2018,5,12,13,15,7,9,15,2,7,16,0,17,16,8,10,15,8,12,11,0,18,,0,,,,,"Piloto"
176,28,2018,5,18,6,6,3,17,14,0,8,0,15,16,7,6,14,10,12,11,14,6,13,,0,,,,,"Piloto"
175,27,2018,5,1,1,2,14,5,1,5,3,4,5,9,4,3,3,1,4,0,16,3,0,,0,,,,,"Piloto"
174,26,2018,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,"Piloto"
173,25,2018,5,7,2,4,6,0,11,14,4,2,18,1,0,15,2,6,3,3,5,15,2,,0,,,,,"Piloto"
172,24,2018,5,3,3,8,1,6,3,9,16,11,14,3,0,1,0,11,2,1,7,5,1,,0,,,,,"Piloto"
171,23,2018,5,13,9,7,10,12,16,10,6,9,10,6,0,10,17,4,9,9,8,13,4,,0,,,,,"Piloto"
170,22,2018,5,10,15,5,4,4,10,8,5,12,12,5,9,17,0,2,10,7,6,9,10,,0,,,,,"Piloto"
169,42,2018,4,2,10,1,6,1,0,1,1,1,0,1,2,1,2,0,1,1,2,2,2,,4,,,,,"Piloto"
168,41,2018,4,9,11,12,9,16,19,9,16,14,12,14,6,12,12,12,12,10,17,11,11,,6,,,,,"Piloto"
167,40,2018,4,3,3,17,7,10,4,8,10,8,0,2,7,0,3,2,7,3,9,0,12,,5,,,,,"Piloto"
166,39,2018,4,12,15,13,12,6,9,18,2,11,10,0,13,0,19,6,11,11,5,10,0,,11,,,,,"Piloto"
165,38,2018,4,10,16,18,0,7,2,12,6,2,5,11,9,0,13,5,14,14,8,6,10,,9,,,,,"Piloto"
164,37,2018,4,0,6,9,2,13,15,0,13,13,4,9,4,13,8,13,5,8,4,14,6,,3,,,,,"Piloto"
163,36,2018,4,11,4,14,4,11,5,13,19,10,13,7,10,6,14,8,9,15,13,15,15,,10,,,,,"Piloto"
162,35,2018,4,0,14,16,16,14,16,6,15,12,9,15,11,11,17,18,16,17,16,7,0,,15,,,,,"Piloto"
161,34,2018,4,5,18,7,14,18,14,11,12,9,19,0,12,9,0,15,13,13,14,13,9,,12,,,,,"Piloto"
160,33,2018,4,14,12,8,18,15,13,15,17,18,15,18,0,17,18,9,0,9,12,16,14,,0,,,,,"Piloto"
159,32,2018,4,4,5,6,19,0,7,17,8,15,6,5,5,8,10,3,8,16,6,12,7,,13,,,,,"Piloto"
158,31,2018,4,0,19,19,15,19,18,16,18,19,17,17,18,14,16,19,0,18,18,17,17,,16,,,,,"Piloto"
157,30,2018,4,15,0,15,17,17,17,7,14,16,16,16,15,16,11,17,17,12,15,18,16,,0,,,,,"Piloto"
156,29,2018,4,13,17,11,8,12,11,3,3,17,14,13,17,15,4,11,10,0,11,0,13,,14,,,,,"Piloto"
155,28,2018,4,7,13,4,3,8,8,4,9,0,7,10,16,7,5,14,15,6,7,3,18,,0,,,,,"Piloto"
154,27,2018,4,1,1,2,11,2,3,5,4,3,1,4,1,2,6,1,2,2,10,1,3,,1,,,,,"Piloto"
153,26,2018,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,"Piloto"
152,25,2018,4,0,8,5,5,9,6,2,7,4,8,12,14,10,9,7,18,5,0,9,1,,0,,,,,"Piloto"
151,24,2018,4,16,2,3,1,4,10,14,0,6,3,8,8,5,1,4,4,0,3,4,5,,2,,,,,"Piloto"
150,23,2018,4,8,9,10,13,3,1,10,11,5,11,6,0,4,15,16,6,7,0,8,8,,8,,,,,"Piloto"
149,22,2018,4,6,7,0,10,5,12,19,5,7,2,3,3,3,7,10,3,4,1,5,4,,7,,,,,"Piloto"
148,42,2018,3,1,6,1,0,2,2,0,3,2,1,1,6,0,1,8,2,2,2,1,7,,2,,,,,"Piloto"
147,41,2018,3,12,15,0,19,11,5,15,16,12,16,16,9,15,7,11,7,0,0,15,6,,11,,,,,"Piloto"
146,40,2018,3,6,11,15,9,5,0,1,7,15,9,7,11,2,13,19,3,10,5,6,2,,9,,,,,"Piloto"
145,39,2018,3,0,10,3,4,10,4,11,0,19,18,10,15,14,12,9,17,9,11,10,18,,8,,,,,"Piloto"
144,38,2018,3,0,9,13,6,4,17,10,5,4,8,11,8,10,10,18,6,7,3,11,9,,6,,,,,"Piloto"
143,37,2018,3,10,14,8,11,7,6,7,14,8,10,0,17,12,5,1,0,4,9,8,11,,10,,,,,"Piloto"
142,36,2018,3,5,13,5,12,6,16,13,17,13,0,14,14,17,17,0,14,15,12,0,14,,17,,,,,"Piloto"
141,35,2018,3,4,12,11,16,12,11,17,12,18,17,0,10,18,8,17,9,0,7,9,13,,0,,,,,"Piloto"
140,34,2018,3,15,16,4,14,15,18,14,15,11,11,0,16,6,0,13,8,14,8,12,20,,14,,,,,"Piloto"
139,33,2018,3,11,17,0,17,17,3,0,18,17,14,15,12,11,14,14,12,8,4,17,10,,15,,,,,"Piloto"
138,32,2018,3,13,8,0,7,8,19,12,6,7,6,0,0,8,15,7,10,0,10,14,19,,1,,,,,"Piloto"
137,31,2018,3,17,18,17,13,19,8,16,11,10,15,12,18,16,16,10,16,16,15,18,17,,18,,,,,"Piloto"
136,30,2018,3,18,0,12,15,14,9,5,10,9,13,9,7,13,18,5,0,13,16,13,16,,16,,,,,"Piloto"
135,29,2018,3,8,0,9,18,18,15,8,9,16,12,13,13,7,0,16,15,11,19,16,15,,12,,,,,"Piloto"
134,28,2018,3,16,4,16,10,16,1,9,8,14,19,5,0,9,9,15,13,5,18,0,12,,13,,,,,"Piloto"
133,27,2018,3,3,3,10,2,3,14,4,4,6,3,4,5,3,11,4,5,3,17,2,3,,3,,,,,"Piloto"
132,26,2018,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,"Piloto"
131,25,2018,3,14,7,2,3,0,7,2,1,1,2,2,2,4,4,6,19,1,13,4,4,,4,,,,,"Piloto"
130,24,2018,3,2,1,7,1,1,12,18,2,0,4,3,3,1,2,12,1,17,1,3,5,,5,,,,,"Piloto"
129,23,2018,3,7,5,14,8,9,13,3,13,5,5,6,1,19,6,3,4,12,6,7,8,,0,,,,,"Piloto"
128,22,2018,3,9,2,6,5,13,10,6,0,3,7,8,4,5,3,2,11,6,14,5,1,,7,,,,,"Piloto"
127,42,2018,1,13,17,9,16,13,0,5,9,12,8,9,13,7,5,10,4,2,5,1,1,,1,,,,,"Piloto"
126,41,2018,1,0,14,0,12,16,16,17,17,16,18,16,18,18,16,13,10,18,15,14,16,,12,,,,,"Piloto"
125,40,2018,1,14,16,16,0,15,7,15,14,13,16,13,12,17,18,9,5,16,11,9,11,,10,,,,,"Piloto"
124,39,2018,1,8,6,10,17,0,13,6,7,18,13,5,4,14,15,6,9,7,10,8,9,,15,,,,,"Piloto"
123,38,2018,1,5,8,6,8,9,15,19,6,8,17,7,10,9,8,14,16,8,12,12,8,,11,,,,,"Piloto"
122,37,2018,1,9,10,15,0,8,14,13,18,0,9,10,11,20,11,0,20,6,0,13,17,,6,,,,,"Piloto"
121,36,2018,1,11,7,12,4,11,2,11,16,9,10,0,5,10,9,18,19,14,8,0,13,,0,,,,,"Piloto"
120,35,2018,1,15,19,18,15,18,17,16,12,14,0,19,0,16,17,12,11,17,17,16,15,,18,,,,,"Piloto"
119,34,2018,1,16,15,17,14,14,18,12,10,17,14,15,17,11,14,7,15,10,16,18,19,,0,,,,,"Piloto"
118,33,2018,1,17,11,14,18,17,3,14,0,15,15,11,7,13,0,15,17,13,14,0,14,,17,,,,,"Piloto"
117,32,2018,1,12,13,7,10,7,12,18,11,7,11,14,0,8,12,0,14,11,6,11,12,,5,,,,,"Piloto"
116,31,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,17,18,,16,,,,,"Piloto"
115,30,2018,1,18,18,0,11,19,19,10,15,11,0,17,17,19,13,16,12,20,19,14,20,,14,,,,,"Piloto"
114,29,2018,1,10,12,13,13,10,6,7,13,6,6,12,9,12,7,17,13,9,13,6,6,,13,,,,,"Piloto"
113,28,2018,1,6,9,11,7,12,4,8,0,0,12,8,3,6,4,3,18,12,9,4,10,,9,,,,,"Piloto"
112,27,2018,1,0,4,2,2,5,10,9,5,5,7,18,15,4,10,8,3,4,4,10,7,,8,,,,,"Piloto"
111,26,2018,1,2,0,8,9,4,8,0,8,1,5,2,2,3,6,5,7,0,0,0,0,,0,,,,,"Piloto"
110,25,2018,1,1,2,1,6,2,11,4,4,3,2,3,14,5,1,11,6,15,3,2,4,,7,,,,,"Piloto"
109,24,2018,1,3,3,4,1,3,1,3,1,2,1,4,6,1,19,4,8,5,2,3,3,,4,,,,,"Piloto"
108,23,2018,1,4,1,5,5,6,9,1,3,4,3,1,1,2,3,1,2,3,7,7,5,,2,,,,,"Piloto"
107,22,2018,1,7,5,3,3,1,5,2,2,10,4,6,8,15,2,2,1,1,1,5,2,,3,,,,,"Piloto"
106,42,2018,2,3,5,1,5,1,0,2,7,1,2,2,2,2,1,2,0,1,1,5,2,,1,,,,,"Piloto"
105,41,2018,2,10,17,15,16,12,15,11,13,6,11,7,0,13,13,1,14,6,13,12,7,,2,,,,,"Piloto"
104,40,2018,2,12,11,0,7,3,6,18,16,13,4,9,4,6,11,7,5,7,9,14,4,,5,,,,,"Piloto"
103,39,2018,2,15,16,5,0,16,18,13,0,14,8,8,14,4,14,8,11,8,7,13,3,,14,,,,,"Piloto"
102,38,2018,2,0,10,8,13,0,7,15,18,10,17,12,15,9,5,14,7,0,4,6,8,,9,,,,,"Piloto"
101,37,2018,2,7,8,19,11,6,5,8,4,9,10,10,10,10,12,9,16,15,0,10,10,,4,,,,,"Piloto"
100,36,2018,2,8,15,14,12,9,9,10,10,0,0,17,3,12,8,12,10,17,15,15,6,,13,,,,,"Piloto"
99,35,2018,2,0,0,13,4,14,10,16,12,15,12,13,16,11,18,11,13,12,12,17,0,,11,,,,,"Piloto"
98,34,2018,2,14,14,9,0,10,16,0,5,12,0,18,7,8,0,15,18,14,10,0,13,,15,,,,,"Piloto"
97,33,2018,2,17,13,18,14,0,13,14,0,18,15,0,17,0,17,17,17,0,14,11,17,,17,,,,,"Piloto"
96,32,2018,2,13,7,10,0,7,12,9,14,16,16,14,11,16,15,0,15,10,11,0,12,,20,,,,,"Piloto"
95,31,2018,2,16,19,17,0,17,17,17,17,17,18,16,19,14,19,10,12,16,19,18,16,,18,,,,,"Piloto"
94,30,2018,2,18,18,16,15,15,19,12,15,11,14,15,18,15,10,6,19,9,18,16,18,,12,,,,,"Piloto"
93,29,2018,2,11,12,12,9,5,14,0,11,5,6,11,12,0,7,0,9,13,17,7,11,,19,,,,,"Piloto"
92,28,2018,2,9,4,11,6,8,11,5,2,0,7,5,9,7,9,0,4,5,16,9,15,,7,,,,,"Piloto"
91,27,2018,2,2,6,3,3,4,1,6,9,7,9,0,6,3,6,3,2,4,3,2,0,,10,,,,,"Piloto"
90,26,2018,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,"Piloto"
89,25,2018,2,5,2,2,8,13,4,7,6,4,13,4,8,5,4,5,8,3,5,4,5,,16,,,,,"Piloto"
88,24,2018,2,1,3,7,10,2,2,4,8,8,3,1,1,1,2,16,6,0,6,1,1,,3,,,,,"Piloto"
87,23,2018,2,4,1,6,2,18,3,3,1,2,5,6,13,18,16,13,1,11,8,8,14,,8,,,,,"Piloto"
86,22,2018,2,6,9,4,1,11,8,1,3,3,1,3,5,17,3,4,3,2,2,3,9,,6,,,,,"Piloto"
84,21,2017,4,1,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Piloto"
83,20,2017,4,0,8,13,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Piloto"
82,19,2017,4,16,4,9,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Piloto"
81,18,2017,4,0,6,14,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Piloto"
80,17,2017,4,0,13,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Piloto"
79,16,2017,4,13,0,18,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Piloto"
78,15,2017,4,14,15,17,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Piloto"
77,14,2017,4,7,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Piloto"
76,13,2017,4,8,16,12,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Piloto"
75,12,2017,4,9,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Piloto"
74,11,2017,4,11,7,11,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Piloto"
73,10,2017,4,12,14,7,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Piloto"
72,9,2017,4,5,0,5,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Piloto"
71,8,2017,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Piloto"
70,7,2017,4,3,0,6,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Piloto"
69,6,2017,4,15,10,16,17,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Piloto"
68,5,2017,4,10,9,15,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Piloto"
67,4,2017,4,6,2,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Piloto"
66,3,2017,4,4,12,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Piloto"
65,2,2017,4,2,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Piloto"
64,1,2017,4,0,11,8,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Piloto"
63,21,2017,3,6,4,7,7,10,0,2,5,3,5,3,1,3,3,3,10,1,7,6,4,,,,,,,"Piloto"
62,20,2017,3,10,13,14,13,11,10,10,11,0,12,8,0,8,17,12,5,10,14,10,10,,,,,,,"Piloto"
61,19,2017,3,14,10,11,0,13,12,0,17,17,10,12,0,6,10,8,9,6,3,8,6,,,,,,,"Piloto"
60,18,2017,3,18,14,17,14,15,14,12,0,15,15,11,7,17,0,9,14,15,17,17,13,,,,,,,"Piloto"
59,17,2017,3,12,9,12,12,12,9,15,18,9,18,6,13,10,12,0,17,0,15,11,9,,,,,,,"Piloto"
58,16,2017,3,17,15,0,0,16,18,17,16,0,16,13,12,18,18,16,16,16,19,19,16,,,,,,,"Piloto"
57,15,2017,3,19,0,19,17,18,17,18,15,16,17,17,11,0,15,15,18,17,18,18,18,,,,,,,"Piloto"
56,14,2017,3,11,11,15,18,14,0,9,13,8,6,0,5,12,9,10,4,14,11,9,8,,,,,,,"Piloto"
55,13,2017,3,9,12,16,11,8,13,13,8,10,14,7,8,15,14,11,6,12,0,16,11,,,,,,,"Piloto"
54,12,2017,3,13,8,10,10,9,11,8,12,12,11,15,0,13,0,14,12,13,13,15,14,,,,,,,"Piloto"
53,11,2017,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Piloto"
52,10,2017,3,15,6,8,8,7,8,11,6,7,7,10,4,5,7,7,7,11,10,5,15,,,,,,,"Piloto"
51,9,2017,3,5,0,9,5,6,7,7,3,5,4,14,10,2,8,0,11,5,8,7,19,,,,,,,"Piloto"
50,8,2017,3,4,0,20,6,0,4,5,14,13,3,5,14,9,6,6,15,4,9,13,0,,,,,,,"Piloto"
49,7,2017,3,7,5,4,0,5,6,6,9,6,2,4,0,11,4,5,13,8,1,12,7,,,,,,,"Piloto"
48,6,2017,3,16,0,13,15,17,16,0,10,11,19,16,6,16,16,0,20,0,16,20,17,,,,,,,"Piloto"
47,5,2017,3,8,7,6,16,0,15,14,7,0,13,0,16,0,13,13,2,0,12,14,12,,,,,,,"Piloto"
46,4,2017,3,3,3,2,2,2,3,4,4,2,0,0,3,4,2,0,3,9,4,4,2,,,,,,,"Piloto"
45,3,2017,3,1,1,3,4,4,5,16,2,4,8,9,9,1,5,1,8,3,2,3,1,,,,,,,"Piloto"
44,2,2017,3,2,2,1,3,3,2,1,0,1,9,1,15,7,1,2,1,2,6,2,5,,,,,,,"Piloto"
43,1,2017,3,0,16,5,1,1,1,3,1,14,1,2,2,14,11,4,19,7,5,1,3,,,,,,,"Piloto"
42,21,2017,2,13,7,16,10,11,12,13,14,13,11,8,8,14,12,5,7,6,7,11,6,,,,,,,"Piloto"
41,20,2017,2,10,10,8,7,15,0,10,0,12,10,10,10,15,8,13,0,12,8,13,0,,,,,,,"Piloto"
40,19,2017,2,7,12,14,12,12,7,12,5,7,16,14,11,12,7,10,6,0,18,9,12,,,,,,,"Piloto"
39,18,2017,2,0,0,18,19,19,13,0,13,15,13,0,0,0,0,0,0,0,0,0,0,,,,,,,"Piloto"
38,17,2017,2,14,17,17,15,10,16,17,17,0,9,11,0,18,16,16,14,11,0,14,15,,,,,,,"Piloto"
37,16,2017,2,0,0,0,0,0,0,0,0,0,0,17,19,17,17,7,15,15,16,19,17,,,,,,,"Piloto"
36,15,2017,2,15,15,20,18,20,14,16,18,18,17,15,18,19,18,14,16,14,15,20,18,,,,,,,"Piloto"
35,14,2017,2,6,9,11,16,14,6,8,16,10,18,7,5,7,0,9,11,0,5,10,13,,,,,,,"Piloto"
34,13,2017,2,9,8,12,14,13,15,9,8,14,0,0,12,11,11,18,8,9,11,18,7,,,,,,,"Piloto"
33,12,2017,2,0,11,9,6,7,17,7,15,9,5,13,17,13,15,11,12,8,14,16,14,,,,,,,"Piloto"
32,11,2017,2,0,16,13,17,16,8,15,12,11,15,12,13,10,10,17,9,10,0,12,8,,,,,,,"Piloto"
31,10,2017,2,0,6,7,8,9,4,5,3,8,8,6,9,8,14,12,5,5,12,8,10,,,,,,,"Piloto"
30,9,2017,2,8,0,6,13,6,5,4,4,0,7,9,7,5,0,6,3,3,9,7,4,,,,,,,"Piloto"
29,8,2017,2,5,5,5,4,8,0,3,7,4,4,3,15,0,3,8,4,4,10,6,19,,,,,,,"Piloto"
28,7,2017,2,3,3,10,3,5,3,6,9,5,6,2,14,6,5,0,0,0,4,4,11,,,,,,,"Piloto"
27,6,2017,2,11,18,15,0,18,11,14,11,17,14,16,16,16,13,15,13,13,13,17,16,,,,,,,"Piloto"
26,5,2017,2,12,14,19,11,17,10,11,10,16,12,0,6,9,9,0,10,0,17,15,9,,,,,,,"Piloto"
